,sinus
188,0.3653758561233925
189,0.33594174114799963
190,0.30617576047567824
191,0.27610731893241164
192,0.24576612013530807
193,0.215182137145815
194,0.18438558286376858
195,0.15340688018648102
196,0.12227663194247232
197,0.09102559067247062
198,0.0596846282464687
199,0.02828470535369875
200,-0.0031431590606417394
201,-0.03456791845065855
202,-0.06595852934326271
203,-0.09728398199226612
204,-0.1285133310245976
205,-0.1596157260047367
206,-0.19056044190724752
207,-0.22131690947443153
208,-0.2518547454093515
209,-0.2821437824045918
210,-0.31215409892233487
211,-0.3418560487653097
212,-0.37122029036659454
213,-0.4002178157631976
214,-0.4288199792640012
215,-0.45699852574268984
216,-0.4847256185468549
217,-0.5119738670002922
218,-0.5387163534644214
219,-0.564926659926026
220,-0.5905788940903157
221,-0.6156477149695977
222,-0.6401083579063286
223,-0.6639366590405478
224,-0.6871090791900082
225,-0.7096027270872064
226,-0.7313953820027713
227,-0.7524655156987933
228,-0.7727923136871342
229,-0.7923556958011172
230,-0.8111363360226532
231,-0.829115681582823
232,-0.8462759712818225
233,-0.8626002530372158
234,-0.8780724006366837
235,-0.8926771296572382
236,-0.9064000125710835
237,-0.9192274929992779
238,-0.9311468990982033
239,-0.9421464560829824
240,-0.9522152978569333
241,-0.9613434777448167
242,-0.9695219783202658
243,-0.9767427203145858
244,-0.9829985705967719
245,-0.9882833492192563
246,-0.9925918355252659
247,-0.9959197733038557
248,-0.9982638749956507
249,-0.9996218249406181
250,-0.9999922816650745
251,-0.9993748792070111
252,-0.9977702274779443
253,-0.995179911660047
254,-0.9916064906401006
255,-0.9870534944828236
256,-0.9815254209402432
257,-0.9750277310152778
258,-0.9675668435585
259,-0.9591501289322982
260,-0.9497859017310559
261,-0.9394834125647868
262,-0.9282528389181856
263,-0.9161052751047802
264,-0.9030527212968388
265,-0.8891080716803704
266,-0.8742851017118697
267,-0.8585984545113523
268,-0.8420636263969044
269,-0.8246969515784403
270,-0.8065155860135451
271,-0.7875374904739744
272,-0.7677814127859826
273,-0.7472668693251093
274,-0.7260141257279046
275,-0.7040441768769137
276,-0.6813787261502771
277,-0.6580401639969399
278,-0.6340515458077812
279,-0.609436569142461
280,-0.584219550319387
281,-0.5584254003974493
282,-0.5320796005582854
283,-0.5052081769399203
284,-0.4778376749328269
285,-0.44999513294743454
286,-0.42170805570679887
287,-0.39300438707559876
288,-0.36391248245870866
289,-0.3344610807763241
290,-0.3046792760939382
291,-0.2745964888713534
292,-0.24424243688857214
293,-0.21364710590947736
294,-0.1828407200495755
295,-0.1518537119077769
296,-0.12071669252443352
297,-0.08946042112746946
298,-0.05811577474991484
299,-0.026713717727509686
300,0.004714728886297631
301,0.03613851797593427
302,0.06752660702683878
303,0.09884798878405819
304,0.1300717218941987
305,0.16116696146772372
306,0.1921029895495964
307,0.22284924546098137
308,0.2533753560033346
309,0.28365116544172797
310,0.31364676530550156
311,0.34333252394413066
312,0.37267911577852086
313,0.40165755028136274
314,0.43023920062579357
315,0.4583958319447671
316,0.48609962923680045
317,0.5133232248401153
318,0.5400397254682423
319,0.5662227387770064
320,0.591846399430782
321,0.6168853946775925
322,0.6413149893191503
323,0.6651110501697958
324,0.688250069890872
325,0.7107091902128455
326,0.7324662245137542
327,0.753499679746625
328,0.7737887776566332
329,0.7933134753174055
330,0.8120544849260788
331,0.8299932928656653
332,0.8471121779790922
333,0.8633942290919423
334,0.8788233617043387
335,0.8933843338883095
336,0.9070627613427537
337,0.9198451316032141
338,0.931718817390393
339,0.942672089083008
340,0.9526941263089533
341,0.9617750286313114
342,0.9699058253268843
343,0.9770784842515003
344,0.9832859197734886
345,0.9885219997727893
346,0.9927815517009833
347,0.9960603676874447
348,0.9983552086986935
349,0.9996638077374671
350,0.999984872082231
351,0.9993180845643848
352,0.997664103880936
353,0.9950245639445215
354,0.9914020722690311
355,0.9868002073937502
356,0.9812235153482404
357,0.9746775051614673
358,0.9671686434205388
359,0.9587043478789905
360,0.9492929801353915
361,0.9389438373653679
362,0.9276671431445798
363,0.9154740373449428
364,0.9023765651325212
365,0.8883876650623401
366,0.8735211563059121
367,0.8577917249937766
368,0.8412149097090232
369,0.8238070861372411
370,0.805585450893833
371,0.7865680045189939
372,0.7667735337208796
373,0.7462215928001579
374,0.724932484337088
375,0.7029272391352757
376,0.6802275954460402
377,0.6568559774966606
378,0.6328354733273301
379,0.6081898119994767
380,0.5829433401468237
381,0.5571209979150695
382,0.5307482943418772
383,0.5038512821488655
384,0.47645653199536714
385,0.4485911062488337
386,0.42028253223842893
387,0.39155877506477704
388,0.36244820997416816
389,0.3329795943310247
390,0.3031820391992406
391,0.27308498059096
392,0.24271815039480685
393,0.2121115469943721
394,0.18129540563723637
395,0.15030016856657252
396,0.11915645495187628
397,0.08789503062687198
398,0.056546777718593004
399,0.02514266412555132
400,-0.006286287067186828
401,-0.03770902824922756
402,-0.06909451793029958
403,-0.1004117514341837
404,-0.1316297915017725
405,-0.16271779886749715
406,-0.1936450627207789
407,-0.22438103104421933
408,-0.2548953407914065
409,-0.2851578478956595
410,-0.31513865702370925
411,-0.34480815113630453
412,-0.3741370207215379
413,-0.40309629276265335
414,-0.4316573593560405
415,-0.4597920059688027
416,-0.4874724393239309
417,-0.5146713148368229
418,-0.5413617636411663
419,-0.5675174191285177
420,-0.5931124429920713
421,-0.6181215507603876
422,-0.6425200367688174
423,-0.6662837985599582
424,-0.689389360702322
425,-0.7118138979780066
426,-0.7335352579309703
427,-0.7545319827483208
428,-0.7747833304674108
429,-0.7942692954515551
430,-0.8129706281606209
431,-0.8308688541731033
432,-0.8479462924234062
433,-0.8641860726752995
434,-0.879572152192675
435,-0.8940893315763561
436,-0.9077232697866953
437,-0.920460498308683
438,-0.9322884344570467
439,-0.9431953938062676
440,-0.9531706017310366
441,-0.9622042040591676
442,-0.9702872767923539
443,-0.9774118349313421
444,-0.9835708403616307
445,-0.9887582088061896
446,-0.992968815835485
447,-0.9961985019315692
448,-0.9984440765942063
449,-0.9997033214947239
450,-0.9999749926669081
451,-0.9992588217358888
452,-0.9975555161833223
453,-0.9948667586478322
454,-0.9911952052638807
455,-0.9865444830371867
456,-0.9809191862618672
457,-0.9743248719818877
458,-0.9667680545014412
459,-0.9582561989507251
460,-0.9487977139084848
461,-0.9384019430968804
462,-0.9270791561538725
463,-0.9148405384848469
464,-0.9016981802139652
465,-0.8876650642424065
466,-0.872755053416393
467,-0.8569828768422875
468,-0.840364115329805
469,-0.8229151860018206
470,-0.8046533260785987
471,-0.7855965758434194
472,-0.765763760824949
473,-0.745174473204998
474,-0.72384905245739
475,-0.7018085652574313
476,-0.6790747846708415
477,-0.6556701686448644
478,-0.6316178378256277
479,-0.6069415527068168
480,-0.5816656901771315
481,-0.555815219416338
482,-0.5294156772493428
483,-0.5024931429075781
484,-0.4750742122722873
485,-0.4471859715885875
486,-0.4188559707269069
487,-0.39011219595474483
488,-0.36098304229311257
489,-0.33149728546603446
490,-0.3016840534809023
491,-0.2715727978262083
492,-0.24119326441880146
493,-0.2105754641913535
494,-0.17974964345241876
495,-0.14874625400711014
496,-0.11759592307477157
497,-0.086329423036989
498,-0.05497764102409013
499,-0.023571548424485056
500,0.00785782972176517
501,0.03927944538249355
502,0.07066225818292307
503,0.10197526608035241
504,0.13318753600089378
505,0.16426823437548624
506,0.1951866576138607
507,0.2259122624319688
508,0.2564146960246794
509,0.28666382604682195
510,0.3166297703904515
511,0.34628292669722416
512,0.3755940015981819
513,0.40453403964523493
514,0.4330744519422297
515,0.4611870443696565
516,0.488844045417584
517,0.5160181336654871
518,0.5426824647209959
519,0.5688106977828778
520,0.5943770216428172
521,0.6193561801662611
522,0.64372349728319
523,0.6674549013185685
524,0.6905269488117797
525,0.712916847652936
526,0.7346024796041604
527,0.7555624221542265
528,0.7757759696619098
529,0.7952231538439244
530,0.8138847634635251
531,0.831742363340595
532,0.8487783125488104
533,0.8649757818315368
534,0.8803187702540034
535,0.8947921209801253
536,0.9083815362738278
537,0.9210735915965251
538,0.9328557488913003
539,0.9437163689584536
540,0.9536447229468898
541,0.9626310029698477
542,0.970666331775414
543,0.9777427715326948
544,0.9838533316571642
545,0.9889919757338813
546,0.9931536274662532
547,0.9963341756947448
548,0.9985304784628041
549,0.9997403661148117
550,0.9999626434435384
551,0.9991970908682977
552,0.9974444646534221
553,0.9947064961593637
554,0.990985890135584
555,0.9862863220435549
556,0.9806124344327773
557,0.9739698323475138
558,0.9663650777920049
559,0.9578056832543719
560,0.9483001042724077
561,0.9378577310964703
562,0.9264888793955769
563,0.9142047800862193
564,0.90101756822299
565,0.8869402710052999
566,0.8719867949372678
567,0.8561719120546346
568,0.8395112453625775
569,0.8220212533771419
570,0.8037192138765354
571,0.7846232068465532
572,0.7647520965898544
573,0.7441255131258786
574,0.7227638327622319
575,0.7006881580037758
576,0.6779202966719852
577,0.6544827403758344
578,0.6303986423100753
579,0.6056917943446245
580,0.5803866035659297
581,0.5545080681203026
582,0.5280817525659032
583,0.501133762576773
584,0.47369071917773725
585,0.44577973244045227
586,0.4174283746956541
587,0.3886646533217163
588,0.3595169830377164
589,0.33001415785276034
590,0.30018532264221814
591,0.2700599443084902
592,0.2396677827268259
593,0.20903886129078855
594,0.17820343730937743
595,0.147191972067359
596,0.11603510075465481
597,0.08476360222466744
598,0.05340836853833686
599,0.022000374504762176
600,-0.009429352975802482
601,-0.040849765504276866
602,-0.07222982390533675
603,-0.10353852886812352
604,-0.1347449515405316
605,-0.165818264162317
606,-0.19672777041773612
607,-0.22744293583874878
608,-0.25793341793999447
609,-0.2881690961721616
610,-0.3181201017263213
611,-0.3477568469843859
612,-0.3770500548031542
613,-0.40597078738139136
614,-0.4344904748941717
615,-0.4625809436953067
616,-0.49021444413007126
617,-0.5173636779934051
618,-0.5440018254457714
619,-0.5701025715578221
620,-0.5956401322567529
621,-0.6205892798401232
622,-0.6449253678787338
623,-0.6686243555477335
624,-0.6916628314095505
625,-0.7140180365185976
626,-0.7356678869097844
627,-0.756590995419291
628,-0.7767666927930361
629,-0.7961750481386073
630,-0.814796888576996
631,-0.8326138182187602
632,-0.8496082363022568
633,-0.8657633546101753
634,-0.8810632140408179
635,-0.8954927003638189
636,-0.9090375591752714
637,-0.92168440995248
638,-0.9334207592971979
639,-0.9442350132540392
640,-0.9541164887833005
641,-0.9630554243052617
642,-0.971042989338093
643,-0.9780712932351238
644,-0.9841333929636804
645,-0.9892232999812048
646,-0.9933359861368272
647,-0.9964673886425028
648,-0.9986144140910854
649,-0.9997749415064067
650,-0.9999478244424909
651,-0.9991328921139442
652,-0.9973309495655183
653,-0.9945437768756855
654,-0.9907741274011221
655,-0.9860257250516743
656,-0.9803032606186076
657,-0.9736123871319431
658,-0.9659597142866052
659,-0.9573528019026457
660,-0.9478001524607991
661,-0.9373112027107899
662,-0.9258963143330655
663,-0.9135667637222437
664,-0.9003347308327488
665,-0.8862132871411651
666,-0.8712163827624781
667,-0.8553588326337954
668,-0.8386563019098701
669,-0.8211252904586723
670,-0.8027831165926232
671,-0.78364789993249
672,-0.7637385435189584
673,-0.7430747151535947
674,-0.7216768279369895
675,-0.6995660201415692
676,-0.6767641342902049
677,-0.6532936956196211
678,-0.6291778897919268
679,-0.6044405400054261
680,-0.5791060834783176
681,-0.5531995472675606
682,-0.5267465235923544
683,-0.49977314451080024
684,-0.47230605612876486
685,-0.44437239227114517
686,-0.4159997476706469
687,-0.38721615073423166
688,-0.3580500358085867
689,-0.3285302151440375
690,-0.2986858503848582
691,-0.268546423781361
692,-0.23814170908662133
693,-0.2075017420950004
694,-0.17665679102704035
695,-0.14563732657179904
696,-0.11447399184294195
697,-0.08319757205728094
698,-0.05183896414449723
699,-0.020429146246977763
700,0.011000852933289505
701,0.04241998472882109
702,0.07379721122948656
703,0.10510153592196654
704,0.13630203428128262
705,0.16736788439961764
706,0.19826839733319207
707,0.228973047505251
708,0.25945150279685536
709,0.2896736545608261
710,0.31960964734349456
711,0.3492299083573984
712,0.37850517674356665
713,0.40740653242254277
714,0.4359054247177409
715,0.463973700506234
716,0.4915836320766862
717,0.5187079445003767
718,0.5453198425568435
719,0.571393037247633
720,0.5969017717170884
721,0.621820846739238
722,0.6461256455925602
723,0.6697921583617662
724,0.6927970056901522
725,0.7151174618526434
726,0.7367314772163998
727,0.7576177000030722
728,0.7777554974115326
729,0.7971249759845489
730,0.8157070012482034
731,0.8334832166451255
732,0.8504360616339417
733,0.866548789069644
734,0.8818054817161698
735,0.8961910679970969
736,0.9096913368722611
737,0.9222929518679056
738,0.9339834642726897
739,0.9447513254120405
740,0.9545858980761683
741,0.9634774670191258
742,0.971417248550976
743,0.9783973992272569
744,0.9844110235888074
745,0.9894521809767853
746,0.9935158913968046
747,0.9965981404455078
748,0.9986958832717403
749,0.9998070475840235
750,0.9999305357005299
751,0.9990662256313911
752,0.9972149711994356
753,0.994378601198325
754,0.9905599175835214
755,0.9857626927045906
756,0.9799916655829772
757,0.9732525372221477
758,0.9655519649864375
759,0.9568975560141048
760,0.9472978597061764
761,0.9367623592884362
762,0.9253014624271692
763,0.912926490970238
764,0.8996496697297304
765,0.8854841144455575
766,0.8704438187966176
767,0.8545436405879703
768,0.8377992870852536
769,0.8202272994717537
770,0.8018450365389007
771,0.7826706575055821
772,0.7627231041132657
773,0.7420220818834805
774,0.7205880406639131
775,0.6984421544423461
776,0.675606300394447
777,0.6521030373130102
778,0.6279555832862823
779,0.603187792776766
780,0.5778241330740538
781,0.5518896600839394
782,0.5254099936234519
783,0.49841129207020934
784,0.4709202265453076
785,0.44296395455986715
786,0.41457009318040805
787,0.38576669177325346
788,0.3565822042492606
789,0.3270454610084437
790,0.29718564040537654
791,0.2670322399795182
792,0.23661504726739108
793,0.20596411039691703
794,0.17510970842542245
795,0.14408232137819477
796,0.11291260019536878
797,0.08163133640272019
798,0.05026943171516334
799,0.01885786753186111
800,-0.012572325720101618
801,-0.04399009918152428
802,-0.0753644162913851
803,-0.10666428338146103
804,-0.13785878037374957
805,-0.16891709126002785
806,-0.19980853455151257
807,-0.23050259363104295
808,-0.2609689468422736
809,-0.29117749750022753
810,-0.3210984035664382
811,-0.35070210717799194
812,-0.3799593638254576
813,-0.40884127122258573
814,-0.4373192979050937
815,-0.46536531136251025
816,-0.4929516058757128
817,-0.5200509298662388
818,-0.5466365127988815
819,-0.5726820916710126
820,-0.5981619369077384
821,-0.6230508778274866
822,-0.6473243274601397
823,-0.6709583068709505
824,-0.6939294688523221
825,-0.7162151209396356
826,-0.7377932478872286
827,-0.7586425333697434
828,-0.7787423810797451
829,-0.7980729350355508
830,-0.8166150992292873
831,-0.834350556476429
832,-0.8512617864992443
833,-0.8673320832627498
834,-0.8825455714467548
835,-0.8968872221550822
836,-0.9103428677500511
837,-0.9228992158397826
838,-0.9345438624305892
839,-0.9452653041572339
840,-0.9550529496682706
841,-0.9638971300690494
842,-0.9717891084896916
843,-0.9787210887066741
844,-0.9846862228468339
845,-0.9896786181531975
846,-0.9936933428018431
847,-0.996726430781408
848,-0.9987748858035504
849,-0.9998366842683644
850,-0.9999107772602933
851,-0.9989970915852958
852,-0.9970965298426995
853,-0.9942109695352445
854,-0.9903432612118521
855,-0.9854972256519595
856,-0.9796776500954852
857,-0.9728902835052606
858,-0.9651418308985892
859,-0.956439946711023
860,-0.9467932272491374
861,-0.9362112021849809
862,-0.9247043251470949
863,-0.9122839634056641
864,-0.8989623866122896
865,-0.884752754719439
866,-0.8696691049478187
867,-0.8537263379305775
868,-0.8369402030054434
869,-0.8193272826301632
870,-0.8009049760323034
871,-0.7816914819885399
872,-0.7617057808807792
873,-0.7409676159154033
874,-0.7194974736321657
875,-0.6973165636819084
876,-0.6744467978390619
877,-0.6509107683967726
878,-0.6267317258064099
879,-0.6019335557527666
880,-0.576540755519389
881,-0.5505784098046898
882,-0.5240721659602507
883,-0.49704820861859855
884,-0.46953323385018414
885,-0.44155442278527607
886,-0.41313941475599814
887,-0.3843162800187567
888,-0.35511349197830167
889,-0.3255598991131284
890,-0.29568469642298756
891,-0.2655173966427986
892,-0.23508780103979107
893,-0.20442596999428858
894,-0.17356219332561645
895,-0.14252696032001
896,-0.11135092966836944
897,-0.08006489912213077
898,-0.048699775126876024
899,-0.017286542240266132
900,0.014143767454905573
901,0.04556010498440809
902,0.07693143520572847
903,0.1082267674012943
904,0.13941518597297228
905,0.17046588091720832
906,0.20134817826875911
907,0.23203157044543007
908,0.2624857463283601
909,0.2926806212621448
910,0.3225863667181181
911,0.3521734398100269
912,0.3814126124571741
913,0.41027500023790225
914,0.43873209097070076
915,0.4667557728270379
916,0.49431836215475866
917,0.5213926307739922
918,0.5479518329198813
919,0.5739697316441641
920,0.5994206247162591
921,0.624279370055463
922,0.6485214105208839
923,0.6721227982058493
924,0.6950602180990234
925,0.7173110110684993
926,0.7388531963047638
927,0.7596654929880995
928,0.7797273413510615
929,0.7990189229502778
930,0.8175211802773641
931,0.8352158355704542
932,0.8520854088587317
933,0.8681132352584988
934,0.8832834814046476
935,0.8975811611215723
936,0.9109921501994449
937,0.923503200370718
938,0.9351019523867854
939,0.9457769482201585
940,0.9555176424017259
941,0.9643144124185193
942,0.972158568235794
943,0.9790423608723894
944,0.9849589900580534
945,0.9899026109522359
946,0.9938683399136606
947,0.9968522593321552
948,0.9988514214913898
949,0.9998638514862305
950,0.999888549170582
951,0.9989254901464104
952,0.9969756257873135
953,0.9940408823004724
954,0.9901241588202074
955,0.9852293245494501
956,0.979361214931709
957,0.9725256268760015
958,0.9647293130360383
959,0.9559799751278729
960,0.9462862563360586
961,0.9356577327617103
962,0.9241049039704743
963,0.9116391826184403
964,0.8982728831747598
965,0.8840192097691728
966,0.8688922431259223
967,0.8529069266802481
968,0.8360790517922649
969,0.8184252421568257
970,0.7999629373946583
971,0.7807103757952795
972,0.7606865763341552
973,0.7399113198488619
974,0.7184051295353058
975,0.6961892506403189
976,0.6732856294878697
977,0.6497168918156575
978,0.6255063203864107
979,0.6006778320312303
980,0.5752559539840986
981,0.5492657996684295
982,0.5227330439070113
983,0.49568389752260666
984,0.468145081469086
985,0.4401438004221987
986,0.41170771593100663
987,0.3828649190530696
988,0.35364390262323786
989,0.324073533127236
990,0.2941830221378837
991,0.2640018975126682
992,0.23355997416884605
993,0.20288732468612164
994,0.17201424954978323
995,0.14097124723878407
996,0.10978898411906692
997,0.0784982640989132
998,0.047129998256482744
999,0.015715174253161778
1000,-0.01571517425644482
1001,-0.047129998259762544
1002,-0.07849826410218651
1003,-0.10978898411509853
1004,-0.14097124724203472
1005,-0.17201424954585023
1006,-0.20288732468221216
1007,-0.2335599741720387
1008,-0.26400189750881736
1009,-0.2941830221410219
1010,-0.324073533123459
1011,-0.3536439026263091
1012,-0.38286491904938125
1013,-0.41170771592736816
1014,-0.440143800425147
1015,-0.468145081465558
1016,-0.49568389752545833
1017,-0.5227330439098103
1018,-0.5492657996711733
1019,-0.5752559539867844
1020,-0.6006778320338553
1021,-0.6255063203946494
1022,-0.6497168918126225
1023,-0.6732856294849178
1024,-0.6961892506426759
1025,-0.7184051295375898
1026,-0.7399113198510707
1027,-0.7606865763315636
1028,-0.7807103757927846
1029,-0.7999629373966286
1030,-0.8184252421587124
1031,-0.8360790517900746
1032,-0.8529069266781638
1033,-0.868892243123946
1034,-0.8840192097707076
1035,-0.8982728831762027
1036,-0.9116391826167995
1037,-0.9241049039689486
1038,-0.9356577327603013
1039,-0.9462862563394727
1040,-0.9559799751309714
1041,-0.9647293130369026
1042,-0.9725256268767659
1043,-0.9793612149294315
1044,-0.9852293245512583
1045,-0.9901241588206677
1046,-0.9940408823008303
1047,-0.9969756257870033
1048,-0.9989254901468998
1049,-0.999888549170631
1050,-0.9998638514861763
1051,-0.9988514214915811
1052,-0.9968522593330486
1053,-0.9938683399132976
1054,-0.9899026109528019
1055,-0.9849589900587433
1056,-0.9790423608746842
1057,-0.9721585682367296
1058,-0.96431441241765
1059,-0.9555176423986116
1060,-0.9457769482214553
1061,-0.9351019523856218
1062,-0.9235032003750405
1063,-0.91099215019509
1064,-0.8975811611201248
1065,-0.8832834814031082
1066,-0.8681132352604806
1067,-0.8520854088532048
1068,-0.8352158355686486
1069,-0.8175211802754732
1070,-0.7990189229526784
1071,-0.7797273413490056
1072,-0.7596654929859643
1073,-0.7388531963074542
1074,-0.717311011071281
1075,-0.6950602181071249
1076,-0.672122798214193
1077,-0.6485214105183845
1078,-0.6242793700472139
1079,-0.5994206247194549
1080,-0.5739697316414754
1081,-0.5479518329293074
1082,-0.5213926307649817
1083,-0.4943183621519044
1084,-0.46675577282413405
1085,-0.4387320909742885
1086,-0.41027500022827246
1087,-0.3814126124541389
1088,-0.35217343980695387
1089,-0.32258636672189717
1090,-0.2926806212590051
1091,-0.2624857463251918
1092,-0.23203157044931363
1093,-0.20134817827266985
1094,-0.17046588092831186
1095,-0.1394151859841307
1096,-0.10822676740526337
1097,-0.07693143519520036
1098,-0.04556010498839645
1099,-0.014143767451622453
1100,0.01728654222899935
1101,0.0486997751374229
1102,0.08006489912540368
1103,0.11135092967163247
1104,0.14252696031605824
1105,0.1735621933360156
1106,0.20442596999750268
1107,0.23508780104298252
1108,0.2655173966389494
1109,0.29568469642612416
1110,0.32555989911623295
1111,0.3551134919881728
1112,0.3843162800150708
1113,0.4131394147457363
1114,0.4415544227751656
1115,0.46953323384665907
1116,0.49704820862144766
1117,0.5240721659568505
1118,0.5505784098074308
1119,0.5765407555101818
1120,0.6019335557611988
1121,0.6267317258089685
1122,0.6509107683992652
1123,0.674446797836114
1124,0.697316563689477
1125,0.719497473634446
1126,0.7409676159176082
1127,0.7617057808781924
1128,0.7816914819905877
1129,0.8009049760342695
1130,0.8193272826362172
1131,0.8369402030032582
1132,0.8537263379247098
1133,0.8696691049422562
1134,0.8847527547175783
1135,0.8989623866137278
1136,0.912283963401049
1137,0.9247043251483449
1138,0.9362112021810207
1139,0.9467932272525359
1140,0.9564399467119815
1141,0.9651418308994485
1142,0.9728902835043373
1143,0.9796776500976032
1144,0.9854972256525167
1145,0.9903432612123073
1146,0.9942109695348155
1147,0.9970965298429495
1148,0.9989970915854428
1149,0.9999107772604343
1150,0.9998366842684365
1151,0.998774885803388
1152,0.9967264307817308
1153,0.9936933428022907
1154,0.9896786181527268
1155,0.9846862228487984
1156,0.9787210887074933
1157,0.9717891084923493
1158,0.9638971300662377
1159,0.9550529496672973
1160,0.9452653041561625
1161,0.9345438624320098
1162,0.9228992158357168
1163,0.9103428677486922
1164,0.8968872221536301
1165,0.8825455714486322
1166,0.8673320832611155
1167,0.8512617864975214
1168,0.8343505564706083
1169,0.8166150992315917
1170,0.7980729350335724
1171,0.7787423810822498
1172,0.7586425333723446
1173,0.7377932478850121
1174,0.7162151209474996
1175,0.6939294688551969
1176,0.670958306884701
1177,0.6473243274520911
1178,0.6230508778249183
1179,0.5981619369051071
1180,0.5726820916742855
1181,0.5466365127900393
1182,0.5200509298634344
1183,0.492951605872856
1184,0.4653653113660441
1185,0.4373192979021409
1186,0.40884127121958924
1187,0.3799593638156901
1188,0.3507021071817309
1189,0.32109840356332864
1190,0.29117749750404703
1191,0.2609689468461278
1192,0.23050259362784792
1193,0.1998085345625538
1194,0.16891709126396298
1195,0.13785878039211694
1196,0.10666428337819632
1197,0.075364416288111
1198,0.04399009917824401
1199,0.012572325724093811
1200,-0.018857867542418638
1201,-0.050269431718442635
1202,-0.08163133640599268
1203,-0.1129126001914018
1204,-0.14408232138144397
1205,-0.17510970842865517
