,sinus
111,-0.6401083579059611
112,-0.6871090791909823
113,-0.7313953820024452
114,-0.7727923136879851
115,-0.8111363360223736
116,-0.8462759712815677
117,-0.8780724006373252
118,-0.9064000125708814
119,-0.9311468990986921
120,-0.9522152978567872
121,-0.9695219783201486
122,-0.9829985705970181
123,-0.9925918355252077
124,-0.9982638749957297
125,-0.9999922816650764
126,-0.9977702274779763
127,-0.9916064906401625
128,-0.9815254209403348
129,-0.9675668435586208
130,-0.9497859017317747
131,-0.9282528389176868
132,-0.9030527212962629
133,-0.8742851017112189
134,-0.8420636263981435
135,-0.8065155860149033
136,-0.7677814127851236
137,-0.7260141257269827
138,-0.6813787261492957
139,-0.6340515458095577
140,-0.5842195503212515
141,-0.5320796005571502
142,-0.47783767493164914
143,-0.4217080557055832
144,-0.3639124824608484
145,-0.3046792760961262
146,-0.244242436887272
147,-0.18284072004825738
148,-0.1207166925231026
149,-0.05811577475220822
150,0.004714728887638336
151,0.06752660702817645
152,0.13007172189552804
153,0.19210298955091215
154,0.25337535600111233
155,0.31364676530677466
156,0.37267911577976504
157,0.4302392006270039
158,0.4860996292379721
159,0.5400397254663089
160,0.5918463994318627
161,0.641314989320179
162,0.6882500698918447
163,0.7324662245146669
164,0.7737887776551781
165,0.8120544849268613
166,0.8471121779798048
167,0.8788233617049784
168,0.9070627613433181
169,0.9317188173895588
170,0.9526941263093609
171,0.9699058253272107
172,0.9832859197737327
173,0.992781551701144
174,0.9983552086985619
175,0.9999848720822236
176,0.9976641038808444
177,0.9914020722688557
178,0.9812235153486835
179,0.9671686434211225
180,0.94929298013497
181,0.9276671431440792
182,0.9023765651319434
183,0.8735211563052594
184,0.8412149097102655
185,0.8055854508930387
186,0.766773533720019
187,0.7249324843361645
188,0.680227595447724
189,0.6328354733291089
190,0.5829433401457343
191,0.530748294340741
192,0.47645653199418836
193,0.42028253224051343
194,0.3624482099763092
195,0.303182039197963
196,0.24271815039350622
197,0.18129540563591787
198,0.11915645495415716
199,0.056546777720886586
200,-0.00628628706852752
201,-0.0690945179316371
202,-0.13162979150310156
203,-0.19364506271852513
204,-0.2548953407891852
205,-0.31513865702498167
206,-0.3741370207227813
207,-0.43165735935724986
208,-0.4874724393219251
209,-0.5413617636392348
210,-0.5931124429931508
211,-0.6425200367698448
212,-0.6893893607032933
213,-0.733535257929409
214,-0.7747833304659585
215,-0.8129706281614016
216,-0.8479462924241169
217,-0.8795721521933129
218,-0.9077232697857314
219,-0.9322884344562158
220,-0.9531706017314421
221,-0.9702872767926783
222,-0.9835708403618727
223,-0.9929688158352131
224,-0.9984440765940782
225,-0.9999749926668987
226,-0.9975555161832286
227,-0.9911952052637032
228,-0.9809191862623139
229,-0.9667680545020285
230,-0.9487977139080612
231,-0.9270791561533699
232,-0.9016981802133854
233,-0.8727550534175145
234,-0.8403641153310502
235,-0.8046533260778027
236,-0.7657637608240868
237,-0.7238490524564649
238,-0.6790747846725278
239,-0.6316178378274088
240,-0.581665690176041
241,-0.5294156772482054
242,-0.4750742122711075
243,-0.41885597072899294
244,-0.36098304229525496
245,-0.30168405347962407
246,-0.24119326441750033
247,-0.17974964345109987
248,-0.11759592307705288
249,-0.054977641026383924
250,0.007857829723105848
251,0.07066225818426045
252,0.13318753600222255
253,0.1951866576116076
254,0.2564146960224589
255,0.31662977038827245
256,0.37559400159942447
257,0.4330744519434382
258,0.48884404541557996
259,0.542682464722122
260,0.5943770216438955
261,0.643723497278648
262,0.6905269488127495
263,0.7346024796050701
264,0.7757759696627557
265,0.813884763464304
266,0.8487783125495193
267,0.8803187702546394
268,0.9083815362743884
269,0.9328557488917832
270,0.9536447229472934
271,0.970666331773987
272,0.9838533316574042
273,0.9931536274664098
274,0.9985304784628768
275,0.9999626434435267
276,0.9974444646533263
277,0.9909858901354044
278,0.9806124344325147
279,0.96636507779166
280,0.9483001042719822
281,0.9264888793978104
282,0.9010175682224084
283,0.8719867949366115
284,0.8395112453618491
285,0.8037192138757376
286,0.7647520965889906
287,0.7227638327613053
288,0.6779202966709996
289,0.6303986423090345
290,0.580386603564838
291,0.5280817525709434
292,0.4736907191765565
293,0.4174283746944358
294,0.35951698303646534
295,0.3001853226409393
296,0.23966778272552425
297,0.17820343730805818
298,0.11603510075332316
299,0.053408368536998055
300,-0.009429352969867508
301,-0.07222982389941701
302,-0.1347449515418601
303,-0.19672777041905065
304,-0.2579334179412898
305,-0.3181201017275924
306,-0.37705005480439596
307,-0.4344904748953793
308,-0.4902144441312398
309,-0.5440018254468963
310,-0.5956401322519854
311,-0.6449253678741979
312,-0.6916628314105189
313,-0.7356678869106925
314,-0.7767666927938804
315,-0.8147968885777733
316,-0.849608236302964
317,-0.881063214041452
318,-0.9090375591758301
319,-0.9334207592976789
320,-0.9541164887815232
321,-0.971042989336675
322,-0.9841333929639182
323,-0.9933359861369817
324,-0.998614414091156
325,-0.9999478244424772
326,-0.9973309495654203
327,-0.9907741274009404
328,-0.9803032606183428
329,-0.9659597142862584
330,-0.9478001524626917
331,-0.9258963143353077
332,-0.9003347308321654
333,-0.8712163827618199
334,-0.8386563019091399
335,-0.8027831165918238
336,-0.763738543518093
337,-0.7216768279360614
338,-0.6767641342892178
339,-0.6291778897908847
340,-0.5791060834831563
341,-0.5267465235973995
342,-0.4723060561275831
343,-0.41599974766942766
344,-0.35805003580733485
345,-0.2986858503835787
346,-0.2381417090853192
347,-0.1766567910257207
348,-0.11447399184161004
349,-0.051838964143158306
350,0.011000852927354626
351,0.0737972112235675
352,0.1363020342826108
353,0.19826839733450619
354,0.25945150279815016
355,0.319609647344765
356,0.37850517674480766
357,0.43590542471894755
358,0.4915836320778537
359,0.5453198425579673
360,0.5969017717123264
361,0.6461256455880303
362,0.6927970056911191
363,0.7367314772173063
364,0.7777554974123754
365,0.8157070012489789
366,0.850436061634647
367,0.8818054817168022
368,0.9096913368728179
369,0.9339834642731688
370,0.9545858980744001
371,0.9714172485495671
372,0.9844110235890432
373,0.9935158913969571
374,0.9986958832718088
375,0.999930535700514
376,0.9972149711993356
377,0.9905599175833375
378,0.9799916655827103
379,0.9655519649860886
380,0.9472978597080778
381,0.92530146242942
382,0.8996496697291451
383,0.8704438187959576
384,0.8377992870845217
385,0.8018450365380996
386,0.7627231041123986
387,0.7205880406629835
388,0.6756063003934586
389,0.6279555832852388
390,0.5778241330788979
391,0.5254099936285019
392,0.4709202265441248
393,0.41457009317918797
394,0.3565822042480081
395,0.2971856404040964
396,0.23661504726608842
397,0.17510970842410245
398,0.11291260019403664
399,0.050269431713824315
400,-0.012572325714166848
401,-0.07536441628546674
402,-0.1378587803750775
403,-0.19980853455282624
404,-0.2609689468435679
405,-0.3210984035677079
406,-0.37995936382669776
407,-0.4373192979062995
408,-0.4929516058768793
409,-0.5466365128000041
410,-0.598161936902982
411,-0.6473243274556157
412,-0.6939294688532875
413,-0.7377932478881335
414,-0.7787423810805862
415,-0.8166150992300611
416,-0.8512617864999479
417,-0.8825455714473853
418,-0.9103428677506059
419,-0.9345438624310662
420,-0.9550529496665112
421,-0.9717891084882918
422,-0.9846862228470676
423,-0.9936933428019934
424,-0.9987748858036168
425,-0.9999107772602754
426,-0.9970965298425974
427,-0.9903432612116663
428,-0.9796776500952163
429,-0.9651418308982382
430,-0.9467932272510476
431,-0.9247043251493544
432,-0.8989623866117024
433,-0.8696691049471569
434,-0.8369402030047096
435,-0.8009049760315006
436,-0.7617057808799106
437,-0.7194974736312345
438,-0.6744467978380719
439,-0.6267317258053652
440,-0.5765407555242384
441,-0.5240721659653057
442,-0.4695332338490004
443,-0.41313941475477717
444,-0.3551134919770483
445,-0.29568469642170675
446,-0.23508780103848795
447,-0.1735621933242961
448,-0.11135092966703707
449,-0.048699775125536894
450,0.014143767448970928
451,0.07693143519981081
452,0.1394151859742999
453,0.20134817827007237
454,0.2624857463296538
455,0.3225863667193871
456,0.38141261245841346
457,0.4387320909719056
458,0.4943183621559241
459,0.5479518329210028
460,0.5994206247115084
461,0.648521410516366
462,0.6950602180999874
463,0.7388531963056671
464,0.7797273413519009
465,0.8175211802781363
466,0.8520854088594334
467,0.8832834814052761
468,0.9109921501999979
469,0.9351019523872605
470,0.9555176423999754
471,0.9721585682344033
472,0.984958990058285
473,0.9938683399138089
474,0.9988514214914541
475,0.9998885491705619
476,0.9969756257872093
477,0.9901241588200195
478,0.9793612149314381
479,0.9647293130356853
480,0.9462862563379776
481,0.924104903969962
482,0.8982728831741706
483,0.8688922431252586
484,0.8360790517915294
485,0.7999629373938538
486,0.7606865763332848
487,0.7184051295343731
488,0.6732856294868785
489,0.6255063203853647
490,0.5752559539889535
491,0.522733043912071
492,0.46814508146790124
493,0.4117077159297848
494,0.35364390262198375
495,0.29418302213660236
496,0.2335599741675424
497,0.1720142495484625
498,0.1097889841177343
499,0.04712999825514351
500,-0.015715174250510316
501,-0.07849826410352309
502,-0.14097124724336205
503,-0.202887324683525
504,-0.26400189751011055
505,-0.32407353312472736
506,-0.3828649190506198
507,-0.4401438004263509
508,-0.49568389752662273
509,-0.5492657996722936
510,-0.6006778320291102
511,-0.6497168918136417
512,-0.6961892506436383
513,-0.7399113198519727
514,-0.7807103757936225
515,-0.8184252421594828
516,-0.8529069266788637
517,-0.8840192097713343
518,-0.9116391826173506
519,-0.9356577327607744
520,-0.9559799751313648
521,-0.972525626877078
522,-0.9852293245514879
523,-0.9940408823009764
524,-0.9989254901462875
525,-0.9998638514863942
526,-0.9968522593329422
527,-0.9899026109526118
528,-0.9790423608744112
529,-0.9643144124172951
530,-0.9457769482210199
531,-0.9235032003745263
532,-0.8975811611195337
533,-0.8681132352598151
534,-0.8352158355679113
535,-0.7990189229518723
536,-0.7596654929850923
537,-0.7173110110703469
538,-0.6721227982132002
539,-0.6242793700461665
540,-0.5739697316403775
541,-0.5213926307638377
542,-0.46675577282294833
543,-0.41027500022704977
544,-0.35217343981931865
545,-0.2926806212716378
546,-0.2320315704480095
547,-0.17046588092699078
548,-0.10822676740393052
549,-0.04556010498705713
550,0.017286542230339867
551,0.0800648991267401
552,0.14252696031738527
553,0.20442596999881507
554,0.26551739664024204
555,0.3255598991175006
556,0.3843162800163085
557,0.4415544227763686
558,0.49704820862261107
559,0.55057840980855
560,0.6019335557622695
561,0.6509107684002831
562,0.697316563690438
563,0.7409676159185086
564,0.7816914819823483
565,0.8193272826286429
566,0.8537263379254079
567,0.8847527547182031
568,0.9122839634015981
569,0.9362112021814919
570,0.9564399467123729
571,0.9728902835046473
572,0.9854972256527442
573,0.9942109695349596
574,0.9989970915855029
575,0.9998366842684122
576,0.9967264307816224
577,0.9896786181525348
578,0.9787210887072182
579,0.9638971300658807
580,0.945265304155725
581,0.9228992158352005
582,0.8968872221530372
583,0.8673320832604482
584,0.8343505564778907
585,0.7980729350415329
586,0.758642533371471
587,0.7162151209465639
588,0.670958306883707
589,0.6230508778238697
590,0.5726820916731864
591,0.5200509298622892
592,0.4653653113648574
593,0.4088412712183657
594,0.3507021071804753
595,0.2911774975027644
596,0.2305025936265433
597,0.16891709126264154
598,0.10666428337686325
599,0.043990099176904586
600,-0.018857867543759118
601,-0.08163133640732892
602,-0.1440823213827707
603,-0.205964110408562
604,-0.2670322399699509
605,-0.3270454610059378
606,-0.3857666917640941
607,-0.4429639545444433
608,-0.49841129206791035
609,-0.5518896600817279
610,-0.6031877927804543
611,-0.6521030373109998
612,-0.6984421544456555
613,-0.7420220818817028
614,-0.7826706575039315
615,-0.8202272994743988
616,-0.854543640586593
617,-0.8854841144477062
618,-0.9129264909691558
619,-0.9367623592926009
620,-0.9568975560154477
621,-0.97325253722321
622,-0.9857626927065916
623,-0.9943786011988146
624,-0.9990662256312766
625,-0.9998070475842185
626,-0.9965981404469256
627,-0.9894521809771695
628,-0.9783973992293092
629,-0.9634774670178875
630,-0.9447513254129098
631,-0.9222929518661184
632,-0.8961910679982734
633,-0.8665487890709676
634,-0.8334832166425704
635,-0.7971249759861501
636,-0.757617700000054
637,-0.715117461854497
638,-0.6697921583529297
639,-0.6218208467356166
640,-0.571393037243838
641,-0.5187079444902027
642,-0.46397370050213765
643,-0.407406532411675
644,-0.3492299083667011
645,-0.2896736545772922
646,-0.22897304750783232
647,-0.16736788440940534
648,-0.10510153591736798
649,-0.042419984731470496
650,0.020429146251600964
651,0.08319757205463835
652,0.14563732656917552
653,0.20750174209952393
654,0.2685464237788066
655,0.328530215148405
656,0.3872161507317867
657,0.4443723922752877
658,0.4997731445148055
659,0.5531995472714127
660,0.6044405400149064
661,0.6532936956231221
662,0.6995660201500727
663,0.7430747151566892
664,0.783647899921803
665,0.8211252904571589
666,0.8553588326286525
667,0.8862132871399365
668,0.9135667637211653
669,0.9373112027124014
670,0.9573528019018795
671,0.9736123871313379
672,0.9860257250524447
673,0.994543776875409
674,0.9991328921141367
675,0.9997749415064628
676,0.9964673886421145
677,0.9892232999815931
678,0.9780712932341608
679,0.9630554243020569
680,0.9442350132525166
681,0.9216844099478634
682,0.8954927003617608
683,0.8657633546115023
684,0.832613818220229
685,0.7961750481446143
686,0.7565909954210249
687,0.7140180365255483
688,0.668624355544295
689,0.6205892798422026
690,0.5701025715600008
691,0.5173636779894478
692,0.46258094369765773
693,0.4059707873771654
694,0.34775684698687215
695,0.28816909616773356
696,0.22744293584133107
697,0.16581826416493206
698,0.10353852885628735
699,0.04084976549965656
700,-0.02200037451665942
701,-0.08476360222927497
702,-0.1471919720647361
703,-0.20903886130242577
704,-0.2700599442989313
705,-0.3300141578502571
706,-0.3886646533125691
707,-0.44577973243807856
708,-0.5011337625744782
709,-0.5545080681180959
710,-0.6056917943483039
711,-0.6544827403738295
712,-0.700688158007075
713,-0.7441255131241071
714,-0.78462320684942
715,-0.8220212533756319
716,-0.8561719120532645
717,-0.8869402710074358
718,-0.9142047800880932
719,-0.9378577311005999
720,-0.9578056832557009
721,-0.9739698323469126
722,-0.986286322045519
723,-0.9947064961598389
724,-0.9991970908681914
725,-0.9997403661150378
726,-0.9963341756949716
727,-0.9889919757353502
728,-0.9777427715332512
729,-0.9626310029685954
730,-0.9437163689593306
731,-0.9210735915947246
732,-0.8947921209813093
733,-0.8649757818292163
734,-0.8317423633420672
735,-0.7952231538455322
736,-0.7555624221511973
737,-0.7129168476547955
738,-0.6674549013097071
739,-0.6193561801626306
740,-0.5688106977850589
741,-0.5160181336552937
742,-0.46118704436555347
743,-0.40453403964766005
744,-0.3462829267065377
745,-0.28666382604587715
746,-0.22591226243455204
747,-0.16426823438527913
748,-0.10197526608299037
749,-0.039279445388778464
750,0.023571548429107938
751,0.0863294230343471
752,0.14874625401528038
753,0.21057546419231757
754,0.27157279782015487
755,0.33149728547382945
756,0.3901121959556529
757,0.4471859715959775
758,0.5024931429115761
759,0.5558152194141336
760,0.6069415527133831
761,0.6556701686483558
762,0.7018085652659085
763,0.7451744731983775
764,0.7855965758417786
765,0.822915186000314
766,0.8569828768371713
767,0.8876650642411854
768,0.9148405384823071
769,0.9384019430972212
770,0.9582561989499669
771,0.9743248719837478
772,0.9865444830373479
773,0.9948667586471958
774,0.9992588217360667
775,0.9997033214946999
776,0.9961985019308496
777,0.9887582088054981
778,0.9774118349319025
779,0.9622042040579084
780,0.9431953938047313
781,0.920460498304032
782,0.8940893315742849
783,0.8641860726766338
784,0.8308688541766034
785,0.7942692954575868
786,0.7545319827500611
787,0.7118138979824243
788,0.6662837985592228
789,0.6181215507653318
790,0.5675174191217149
791,0.5146713148359774
792,0.4597920059743882
793,0.4030962927584215
794,0.3448081511387937
795,0.2851578478877404
796,0.22438103103971307
797,0.16271779887011362
798,0.1004117514295829
799,0.03770902824824207
800,-0.025142664137447684
801,-0.08789503063147826
802,-0.15030016858193412
803,-0.21211154698822546
804,-0.27308498057790986
805,-0.3329795943285242
806,-0.39155877505898945
807,-0.4485911062497151
808,-0.5038512821434324
809,-0.5571209979189096
810,-0.6081898120002596
811,-0.656855977491918
812,-0.7029272391385647
813,-0.7462215927983926
814,-0.7865680045218493
815,-0.8238070861398623
816,-0.8577917249924136
817,-0.888387665064463
818,-0.9154740373453397
819,-0.9389438373682106
820,-0.9587043478803056
821,-0.9746775051649419
822,-0.9868002073950882
823,-0.9950245639431701
824,-0.9993180845641525
825,-0.9996638077376302
826,-0.9960603676873572
827,-0.9885219997737396
828,-0.977078484250516
829,-0.9617750286320376
830,-0.9426720890851071
831,-0.9198451316014001
832,-0.893384333889501
833,-0.8633942290896093
834,-0.8299932928651153
835,-0.79331347531902
836,-0.7534996797435848
837,-0.7107091902121517
838,-0.665111050163626
839,-0.6168853946768162
840,-0.5662227387641989
841,-0.5133232248330248
842,-0.4583958319438906
843,-0.40165755028712286
844,-0.343332523953455
845,-0.2836511654407823
846,-0.22284924546711296
847,-0.16116696146315998
848,-0.098847988786697
849,-0.03613851798585554
850,0.0267137177321322
851,0.0894604211248283
852,0.15185371191234748
853,0.21364710591044078
854,0.2745964888653054
855,0.334461080780682
856,0.3930043870765056
857,0.4499951329548129
858,0.5052081769407714
859,0.558425400407321
860,0.6094365691490115
861,0.6580401639976824
862,0.7040441768827811
863,0.7472668693185122
864,0.7875374904723401
865,0.824696951574883
866,0.8585984545062629
867,0.8891080716791567
868,0.9161052751007998
869,0.9394834125651248
870,0.959150128931548
871,0.9750277310163048
872,0.9870534944823983
873,0.9951799116594303
874,0.9993748792071746
875,0.9996218249406911
876,0.9959197733031101
877,0.9882833492191058
878,0.9767427203124243
879,0.9613434777430425
880,0.9421464560832616
881,0.9192274929953087
882,0.8926771296551541
883,0.8626002530385574
884,0.8291156815863395
885,0.7923556958082834
886,0.7524655157005398
887,0.7096027270929198
888,0.6639366590411706
889,0.6156477149731208
890,0.5649266599222104
891,0.5119738670010077
892,0.4569985257482844
893,0.40021781576062687
894,0.34185604876780173
895,0.2821437823984104
896,0.2213169094716959
897,0.15961572599478482
898,0.0972839819876639
899,0.034567918451490855
900,-0.028284705361957593
901,-0.0910255906770756
902,-0.15340688019824028
903,-0.2151821371378962
904,-0.2761073189211215
905,-0.33594174114378866
906,-0.3944490284109568
907,-0.4513980482175069
908,-0.5065638239271112
909,-0.5597284236456046
910,-0.6106818210572226
911,-0.6592227252189327
912,-0.7051593757191824
913,-0.7483103001963963
914,-0.7885050313167006
915,-0.8255847801240032
916,-0.8594030634085822
917,-0.8898262823192972
918,-0.9167342502013021
919,-0.9400206673652752
920,-0.9595935410109286
921,-0.9753755486793103
922,-0.9873043436783826
923,-0.9953328014094109
924,-0.9994292055238059
925,-0.9995773732083519
926,-0.9957767191279617
927,-0.9880422577354522
928,-0.976404543950063
929,-0.9609095524647897
930,-0.9416184961071741
931,-0.9186075840226826
932,-0.8919677206310433
933,-0.8618041464697919
934,-0.8282360224916095
935,-0.7913959592643354
936,-0.751429493156025
937,-0.7084945113370583
938,-0.6627606280707012
939,-0.6144085146882327
940,-0.5636291857728933
941,-0.5106232446476757
942,-0.45560009081285757
943,-0.39877709276155265
944,-0.34037872925587803
945,-0.2806357025115796
946,-0.21978402686650939
947,-0.15806409631070684
948,-0.09571973492434031
949,-0.03299723355341004
950,0.029855623117696108
951,0.09259053539347001
952,0.1549596695747263
953,0.21671663690769127
954,0.27761746705576323
955,0.337421571788226
956,0.39589269552102
957,0.45279984859875927
958,0.5079182197792853
959,0.561030064439593
960,0.6119255646723434
961,0.6604036582567961
962,0.7062728329037231
963,0.7493518828355836
964,0.789470624647313
965,0.8264705695779605
966,0.8602055496822917
967,0.890542295197697
968,0.9173609610817118
969,0.9405556004317633
970,0.9600345830150656
971,0.9757209572884528
972,0.9875527543588308
973,0.9954832328197072
974,0.9994810633808735
975,0.9995304526495796
976,0.9956312055125881
977,0.9877987259137786
978,0.9760639559924215
979,0.9604732538609821
980,0.9410882104510597
981,0.9179854062031364
982,0.8912561085561793
983,0.8610059113643356
984,0.8273543177698591
985,0.7904342680931467
986,0.7503916146880673
987,0.7073845457022385
988,0.6615829601786403
989,0.613167796905764
990,0.5623303195448679
991,0.5092713611339023
992,0.4542005306044954
993,0.397335384821618
994,0.3389005690391127
995,0.2791269294771231
996,0.21825060140918676
997,0.15651207621451507
998,0.09415525143124494
999,0.03142646714191318
1000,-0.03142646714847684
1001,-0.09415525143778267
1002,-0.15651207622100105
1003,-0.21825060140139424
1004,-0.27912692948342893
1005,-0.3389005690316002
1006,-0.39733538481429037
1007,-0.4542005306103458
1008,-0.5092713611270303
1009,-0.5623303195502981
1010,-0.6131677968994562
1011,-0.6615829601835647
1012,-0.7073845456965945
1013,-0.7503916146827893
1014,-0.7904342680971692
1015,-0.827354317765374
1016,-0.8610059113676755
1017,-0.8912561085591575
1018,-0.917985406205741
1019,-0.9410882104532804
1020,-0.9604732538628102
1021,-0.9760639559970145
1022,-0.987798725912535
1023,-0.9956312055118426
1024,-0.9995304526497808
1025,-0.999481063380662
1026,-0.9954832328190838
1027,-0.9875527543600868
1028,-0.9757209572902016
1029,-0.9600345830132276
1030,-0.940555600429533
1031,-0.9173609610848903
1032,-0.8905422952013294
1033,-0.8602055496863635
1034,-0.8264705695742635
1035,-0.7894706246432823
1036,-0.7493518828408711
1037,-0.706272832909376
1038,-0.6604036582627922
1039,-0.6119255646556402
1040,-0.561030064422111
1041,-0.5079182197736285
1042,-0.4527998485929041
1043,-0.39589269554171563
1044,-0.33742157176834575
1045,-0.27761746704945445
1046,-0.21671663690128043
1047,-0.15495966958261487
1048,-0.09259053537244191
1049,-0.029855623111132136
1050,0.03299723355997336
1051,0.09571973491639195
1052,0.1580640962884532
1053,0.2197840268729157
1054,0.28063570250391545
1055,0.3403787292483698
1056,0.39877709274088524
1057,0.4556000908057494
1058,0.510623244653322
1059,0.5636291857903382
1060,0.6144085146819326
1061,0.6627606280756188
1062,0.7084945113211536
1063,0.7514294931699596
1064,0.7913959592683497
1065,0.8282360224952895
1066,0.8618041464657415
1067,0.8919677206405912
1068,0.9186075840252776
1069,0.9416184961093851
1070,0.9609095524625789
1071,0.9764045439514811
1072,0.9880422577364646
1073,0.9957767191272286
1074,0.9995773732081198
1075,0.9994292055245673
1076,0.9953328014115859
1077,0.9873043436773395
1078,0.9753755486746526
1079,0.9595935410131755
1080,0.9400206673630351
1081,0.9167342502103054
1082,0.8898262823096607
1083,0.8594030634052245
1084,0.8255847801202976
1085,0.7885050313216115
1086,0.7483103001823872
1087,0.7051593757145261
1088,0.6592227252139947
1089,0.6106818210635457
1090,0.5597284236401628
1091,0.5065638239214492
1092,0.4513980482246321
1093,0.3944490284182944
1094,0.33594174116501585
1095,0.2761073189427824
1096,0.21518213714569415
1097,0.15340688017737145
1098,0.09102559068502745
1099,0.028284705355393323
1100,-0.034567918428967385
1101,-0.09728398200868253
1102,-0.15961572600126753
1103,-0.22131690947809995
1104,-0.28214378239074983
1105,-0.3418560487876482
1106,-0.40021781576664495
1107,-0.4569985257541254
1108,-0.5119738669941485
1109,-0.564926659927629
1110,-0.6156477149782956
1111,-0.663936659056963
1112,-0.7096027270872935
1113,-0.7524655156856962
1114,-0.7923556957945345
1115,-0.8291156815818752
1116,-0.8626002530418794
1117,-0.8926771296515553
1118,-0.9192274929978942
1119,-0.9421464560757072
1120,-0.9613434777488576
1121,-0.9767427203138322
1122,-0.9882833492201081
1123,-0.9959197733023895
1124,-0.9996218249412718
1125,-0.9993748792069425
1126,-0.9951799116587863
1127,-0.9870534944836791
1128,-0.9750277310148464
1129,-0.9591501289296903
1130,-0.9394834125578896
1131,-0.9161052751040013
1132,-0.8891080716894718
1133,-0.8585984545178165
1134,-0.824696951579399
1135,-0.7875374904682931
1136,-0.7472668693334885
1137,-0.7040441768781175
1138,-0.6580401640146524
1139,-0.6094365691322677
1140,-0.5584254004018734
1141,-0.5052081769351042
1142,-0.44999513296194377
1143,-0.39300438705708607
1144,-0.33446108077449327
1145,-0.27459648885899096
1146,-0.21364710591824143
1147,-0.15185371190585673
1148,-0.08946042111828774
1149,-0.026713717711020928
1150,0.036138517977875734
1151,0.09884798879323174
1152,0.16116696145527937
1153,0.22284924545932874
1154,0.28365116544707947
1155,0.34333252393228797
1156,0.40165755027981026
1157,0.45839583192386096
1158,0.5133232248511489
1159,0.5662227387696117
1160,0.6168853946819848
1161,0.6651110501576633
1162,0.7107091902270085
1163,0.7534996797479022
1164,0.793313475323018
1165,0.8299932928606614
1166,0.8633942290929225
1167,0.8933843338924514
1168,0.9198451316096846
1169,0.9426720890824424
1170,0.9617750286338359
1171,0.9770784842488162
1172,0.9885219997725332
1173,0.9960603676879395
1174,0.9996638077370459
1175,0.9993180845644474
1176,0.9950245639468652
1177,0.9868002073916682
1178,0.9746775051634734
1179,0.958704347878438
1180,0.9389438373709581
1181,0.915474037336842
1182,0.8883876650614482
1183,0.8577917249890382
1184,0.8238070861443888
1185,0.7865680045177942
1186,0.746221592794021
1187,0.7029272391235437
1188,0.6568559774979389
1189,0.6081898119950468
1190,0.5571209979255406
1191,0.5038512821503298
1192,0.448591106243846
1193,0.3915587750797269
1194,0.33297959433605356
1195,0.273084980613589
1196,0.21211154698180798
1197,0.15030016857544182
1198,0.08789503062493678
1199,0.02514266414543018
1200,-0.037709028269345864
1201,-0.10041175143611661
1202,-0.162717798876593
1203,-0.22438103103193166
1204,-0.28515784789403464
1205,-0.3448081511449579
